# 366.432
# Spectrum #00024	3:13:15 PM 4/26/2018
# Narrow scan: start 732.5nm, end 733.74nm
# Monochromator settings: Grating: 1200 lines/mm; Slits: entrance 15um, exit 15um.
# DAQ device: PCI-6221; ADC bits: 16; Settling time: 10ms
# ADC input range: 10V max, -10V min. Sampling: 100 samples at 6.0006k/second.
# Wavelength (nm)    Signal (V)
732.5                0.045417
732.508053           0.03622
732.516106           0.03091
732.524159           0.027259
732.532212           0.024842
732.540265           0.022537
732.548318           0.020814
732.556371           0.020139
732.564424           0.019584
732.572477           0.018494
732.58053            0.019094
732.588582           0.018189
732.596635           0.017257
732.604688           0.019075
732.612741           0.01851
732.620794           0.01863
732.628847           0.018091
732.636899           0.018915
732.644952           0.018597
732.653005           0.018227
732.661058           0.017802
732.66911            0.018023
732.677163           0.018571
732.685216           0.020051
732.693269           0.021661
732.701321           0.024079
732.709374           0.028106
732.717427           0.029775
732.725479           0.03314
732.733532           0.037025
732.741584           0.041481
732.749637           0.047712
732.75769            0.056685
732.765742           0.067629
732.773795           0.083752
732.781847           0.101748
732.7899             0.117072
732.797952           0.137726
732.806005           0.156559
732.814057           0.168437
732.82211            0.188
732.830162           0.208236
732.838215           0.231219
732.846267           0.251808
732.854319           0.274575
732.862372           0.290097
732.870424           0.301992
732.878477           0.312471
732.886529           0.315129
732.894581           0.319014
732.902634           0.319611
732.910686           0.324203
732.918738           0.329431
732.926791           0.325423
732.934843           0.31607
732.942895           0.298094
732.950947           0.272222
732.959              0.236857
732.967052           0.199982
732.975104           0.164689
732.983156           0.134474
732.991208           0.10769
732.999261           0.085748
733.007313           0.069271
733.015365           0.056517
733.023417           0.047705
733.031469           0.03977
733.039521           0.034549
733.047573           0.032562
733.055625           0.028645
733.063677           0.027298
733.071729           0.026159
733.079781           0.024653
733.087833           0.023193
733.095885           0.022878
733.103937           0.021363
733.111989           0.021784
733.120041           0.021586
733.128093           0.021687
733.136145           0.020561
733.144197           0.019698
733.152249           0.019737
733.160301           0.019049
733.168353           0.019302
733.176405           0.019591
733.184457           0.01814
733.192508           0.019039
733.20056            0.018701
733.208612           0.018007
733.216664           0.017679
733.224716           0.018666
733.232767           0.018098
733.240819           0.018919
733.248871           0.017819
733.256922           0.017825
733.264974           0.017909
733.273026           0.017468
733.281078           0.01692
733.289129           0.017228
733.297181           0.017708
733.305232           0.01876
733.313284           0.018198
733.321336           0.01739
733.329387           0.018614
733.337439           0.018416
733.34549            0.018403
733.353542           0.017351
733.361594           0.01679
733.369645           0.017462
733.377697           0.017166
733.385748           0.016585
733.3938             0.016929
733.401851           0.016144
733.409902           0.016144
733.417954           0.017199
733.426005           0.017092
733.434057           0.016829
733.442108           0.016796
733.45016            0.017874
733.458211           0.017033
733.466262           0.016329
733.474314           0.016952
733.482365           0.016657
733.490416           0.015829
733.498468           0.017101
733.506519           0.017046
733.51457            0.016598
733.522621           0.016293
733.530673           0.016462
733.538724           0.016696
733.546775           0.016485
733.554826           0.016579
733.562877           0.017416
733.570929           0.01861
733.57898            0.018104
733.587031           0.018919
733.595082           0.018075
733.603133           0.017617
733.611184           0.017225
733.619235           0.017182
733.627286           0.017316
733.635337           0.017478
733.643389           0.018111
733.65144            0.016404
733.659491           0.016319
733.667542           0.016624
733.675593           0.016744
733.683644           0.016942
733.691695           0.016001
733.699745           0.017767
733.707796           0.01801
733.715847           0.018163
733.723898           0.017221
733.731949           0.016955
733.74               0.017108
