# 579.127
# Spectrum #00040	3:32:09 PM 4/26/2018
# Narrow scan: start 1157.91nm, end 1159.16nm
# Monochromator settings: Grating: 1200 lines/mm; Slits: entrance 15um, exit 15um.
# DAQ device: PCI-6221; ADC bits: 16; Settling time: 10ms
# ADC input range: 10V max, -10V min. Sampling: 100 samples at 6.0006k/second.
# Wavelength (nm)    Signal (V)
1157.91              0.120026
1157.916479          0.122064
1157.922958          0.128149
1157.929436          0.123076
1157.935915          0.120139
1157.942394          0.115924
1157.948872          0.115317
1157.955351          0.111958
1157.96183           0.113522
1157.968308          0.115797
1157.974787          0.115385
1157.981266          0.114992
1157.987744          0.113879
1157.994223          0.118254
1158.000701          0.120626
1158.00718           0.126413
1158.013658          0.123255
1158.020137          0.114126
1158.026615          0.111156
1158.033093          0.109595
1158.039572          0.107154
1158.04605           0.107748
1158.052529          0.113292
1158.059007          0.114044
1158.065485          0.106914
1158.071963          0.112217
1158.078442          0.111584
1158.08492           0.12085
1158.091398          0.117046
1158.097876          0.116852
1158.104354          0.116579
1158.110833          0.115365
1158.117311          0.115008
1158.123789          0.122927
1158.130267          0.130271
1158.136745          0.130564
1158.143223          0.131852
1158.149701          0.1292
1158.156179          0.129551
1158.162657          0.132086
1158.169135          0.128934
1158.175613          0.118569
1158.182091          0.122317
1158.188569          0.122515
1158.195046          0.122969
1158.201524          0.130489
1158.208002          0.133397
1158.21448           0.132881
1158.220958          0.132868
1158.227435          0.13169
1158.233913          0.133575
1158.240391          0.127568
1158.246868          0.126581
1158.253346          0.131131
1158.259824          0.131151
1158.266301          0.134413
1158.272779          0.137671
1158.279256          0.140949
1158.285734          0.143973
1158.292212          0.148241
1158.298689          0.152149
1158.305167          0.152334
1158.311644          0.164871
1158.318121          0.174204
1158.324599          0.181059
1158.331076          0.207703
1158.337554          0.215372
1158.344031          0.227098
1158.350508          0.239174
1158.356986          0.252688
1158.363463          0.274244
1158.36994           0.305513
1158.376417          0.315119
1158.382895          0.327608
1158.389372          0.331788
1158.395849          0.353639
1158.402326          0.387359
1158.408803          0.389948
1158.41528           0.390909
1158.421757          0.415266
1158.428234          0.433018
1158.434711          0.456693
1158.441188          0.46997
1158.447665          0.505556
1158.454142          0.514565
1158.460619          0.53211
1158.467096          0.526456
1158.473573          0.549924
1158.48005           0.551764
1158.486527          0.536682
1158.493004          0.50343
1158.499481          0.475643
1158.505957          0.433602
1158.512434          0.384061
1158.518911          0.33921
1158.525388          0.295848
1158.531864          0.272621
1158.538341          0.245506
1158.544818          0.219
1158.551294          0.203903
1158.557771          0.187037
1158.564248          0.171692
1158.570724          0.154394
1158.577201          0.155095
1158.583677          0.145986
1158.590154          0.142588
1158.59663           0.141014
1158.603107          0.140829
1158.609583          0.139709
1158.61606           0.138654
1158.622536          0.135665
1158.629012          0.133377
1158.635489          0.130372
1158.641965          0.129048
1158.648441          0.127977
1158.654918          0.119396
1158.661394          0.123729
1158.66787           0.121548
1158.674346          0.121528
1158.680823          0.121476
1158.687299          0.124761
1158.693775          0.122859
1158.700251          0.127737
1158.706727          0.125335
1158.713203          0.122278
1158.719679          0.116634
1158.726155          0.117322
1158.732631          0.115021
1158.739107          0.110228
1158.745583          0.108949
1158.752059          0.109618
1158.758535          0.11568
1158.765011          0.113223
1158.771487          0.107833
1158.777963          0.110471
1158.784439          0.108664
1158.790915          0.105253
1158.79739           0.115323
1158.803866          0.115028
1158.810342          0.113249
1158.816818          0.107823
1158.823293          0.114278
1158.829769          0.116913
1158.836245          0.110082
1158.84272           0.106522
1158.849196          0.108845
1158.855672          0.113305
1158.862147          0.115232
1158.868623          0.114158
1158.875098          0.117368
1158.881574          0.117754
1158.888049          0.123255
1158.894525          0.115122
1158.901             0.120019
1158.907476          0.12467
1158.913951          0.1237
1158.920426          0.122314
1158.926902          0.117413
1158.933377          0.119487
1158.939852          0.126276
1158.946328          0.123411
1158.952803          0.122788
1158.959278          0.125978
1158.965753          0.121953
1158.972229          0.123362
1158.978704          0.114067
1158.985179          0.120344
1158.991654          0.125377
1158.998129          0.121051
1159.004604          0.131248
1159.011079          0.121441
1159.017554          0.121584
1159.024029          0.114999
1159.030504          0.119935
1159.036979          0.120399
1159.043454          0.12344
1159.049929          0.121762
1159.056404          0.125669
1159.062879          0.127321
1159.069354          0.128555
1159.075829          0.125494
1159.082304          0.12419
1159.088779          0.121989
1159.095253          0.125436
1159.101728          0.118487
1159.108203          0.115304
1159.114678          0.11655
1159.121152          0.117991
1159.127627          0.122002
1159.134102          0.122632
1159.140576          0.121749
1159.147051          0.120561
1159.153525          0.122778
1159.16              0.116141
